cand_id,thread_id,customer_message,context_before,brand_reply,full_conversation,num_turns,resolved_heuristic,bucket
204,1159702,@392820 @115888 That would be nice too... not to mention videos etc.,"Wish @115888 would show bigger versions of cover artwork in the app, nothing happens when you click @392819 @115888 Seems like that wouldn’t be that hard to do. Possibly allow artists to update their artwork? Back covers!",@392819 Hi Serein! The full-screen version of the cover art is available on the desktop app. Just click the arrow icon beside the volume bar /MU,"[customer] Wish @115888 would show bigger versions of cover artwork in the app, nothing happens when you click || [customer] @392819 @115888 Seems like that wouldn’t be that hard to do. Possibly allow artists to update their artwork? Back covers! || [customer] @392820 @115888 That would be nice too... not to mention videos etc. || [brand] @392819 Hi Serein! The full-screen version of the cover art is available on the desktop app. Just click the arrow icon beside the volume bar /MU || [customer] @SpotifyCares when I click a second time I get the full-screen artwork, a third click takes me back out of my original full-screen. Weirdness. :) (2/2) || [brand] @392819 Thanks for the feedback 🎧 Rest assured, that it will be passed on to the right folks /RR",6,True,feature_request_or_limitation
205,38322,@SpotifyCares can you grant me a grace period for my premium account??? i have a urgent matter,,@124333 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MA,[customer] @SpotifyCares can you grant me a grace period for my premium account??? i have a urgent matter || [brand] @124333 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MA,2,True,account_billing
206,562453,"@115888 @117168 please direct me to a place where I can explore different individual/family packages. I already used a promotional offer before, a while back. Thanks",,"@251615 Hey there! To check the deals we offer, just head here: https://t.co/pi65ht9tCT. Hope this helps /CG","[customer] @115888 @117168 please direct me to a place where I can explore different individual/family packages. I already used a promotional offer before, a while back. Thanks || [brand] @251615 Hey there! To check the deals we offer, just head here: https://t.co/pi65ht9tCT. Hope this helps /CG",2,True,praise_or_gratitude
207,1535900,"I'm extremely upset about this &amp; will now be returning to Limewire. So great job, @115888. You turned me from the 'ethical' way after all",,@476231 2: here: https://t.co/59ABtm5Ftl /JS,"[customer] I'm extremely upset about this &amp; will now be returning to Limewire. So great job, @115888. You turned me from the 'ethical' way after all || [brand] @476231 2: here: https://t.co/59ABtm5Ftl /JS || [customer] @SpotifyCares I just don't understand the point. I was obviously kidding about Limewire - but why the limit? Who is it hurting? || [brand] @476231 We understand how you might feel about this. Rest assured we'll pass on your feedback to the right team /JS",4,True,redirect_other_team
208,2704345,"@SpotifyCares I was added to a family premium spotify and my account/app/ every thing won't recognize that.. Even though I went and comfirmed the email and tried opening it like normal.. i also uninstalled the app, logged out and retried.. can you please fix this ...",,@759546 Hey Iris! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,"[customer] @SpotifyCares I was added to a family premium spotify and my account/app/ every thing won't recognize that.. Even though I went and comfirmed the email and tried opening it like normal.. i also uninstalled the app, logged out and retried.. can you please fix this ... || [brand] @759546 Hey Iris! Help's here. Can you DM us your account's email address? We'll take a look backstage /RA https://t.co/ldFdZRiNAt",2,True,login_account_access
209,712610,@115888 is there a way to login without using Facebook? Can't seem to reset password without going thru FB.,,"@290421 Hi Marcus, help's here! Can you DM us your account's email address? We'll see what we can do 🙂 /RR https://t.co/ldFdZRiNAt","[customer] @115888 is there a way to login without using Facebook? Can't seem to reset password without going thru FB. || [brand] @290421 Hi Marcus, help's here! Can you DM us your account's email address? We'll see what we can do 🙂 /RR https://t.co/ldFdZRiNAt",2,True,login_account_access
210,1929609,@spotifycares my discover weekly hasn't updated in 4 weeks. would you help me with this? thank you :),,@574201 Hey Devani! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,[customer] @spotifycares my discover weekly hasn't updated in 4 weeks. would you help me with this? thank you :) || [brand] @574201 Hey Devani! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,2,True,praise_or_gratitude
211,980179,"@115888 While I'm at it, you know what also would be nice, if not desperately needed? Album organization. Let me make folders like ""2017 albums"" or ""My favorite albums"" or ""Albums to check out"".","Hey, @115888 — been subscribed to you for only a year and already I got a message about my constantly growing album collection having reached its limit. PLEASE tell me you are working on changing this.","@352405 Hey! We hear you. We’d love to see your vote, and hear your feedback on this idea: https://t.co/8OOl8B2i69 /RC","[customer] Hey, @115888 — been subscribed to you for only a year and already I got a message about my constantly growing album collection having reached its limit. PLEASE tell me you are working on changing this. || [customer] @115888 While I'm at it, you know what also would be nice, if not desperately needed? Album organization. Let me make folders like ""2017 albums"" or ""My favorite albums"" or ""Albums to check out"". || [brand] @352405 Hey! We hear you. We’d love to see your vote, and hear your feedback on this idea: https://t.co/8OOl8B2i69 /RC || [customer] @SpotifyCares So basically, not gonna happen any time soon. I'm very disappointed. Can you at least explain to me why this is so complex to change? https://t.co/JS1UrMzh16 || [brand] @352405 2: make sure this reaches the relevant folks. If there's anything else we can help you with, just give us a shout /RC || [customer] @SpotifyCares Yeah. Thanks for linking the thread at least, I did add my vote and a comment. I hope it helps even if I doubt it will. || [brand] @352405 No worries, we'll make sure to remind the right folks that it's a popular request. If anything else comes up, we're just a tweet away /RC",7,True,feature_request_or_limitation
212,1807952,"@117153  hello 

since i moved to france my premium account  stop working.",,"@543148 Hey there, that's not cool! Can you send us your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt","[customer] @117153  hello 

since i moved to france my premium account  stop working. || [brand] @543148 Hey there, that's not cool! Can you send us your account's username or email address via DM? We'll take a look backstage /GN https://t.co/ldFdZRiNAt",2,True,account_billing
213,704790,I wish Nier Automata OST was on @115888. Please. It needs to happen 😭😭😭 https://t.co/PVdphSeGWn,,@288443 Hi there! We’ll have it available to you as soon as it’s available to us. We've got some more info on content for you here: https://t.co/0i8GpimuDa 🙂 /JI,[customer] I wish Nier Automata OST was on @115888. Please. It needs to happen 😭😭😭 https://t.co/PVdphSeGWn || [brand] @288443 Hi there! We’ll have it available to you as soon as it’s available to us. We've got some more info on content for you here: https://t.co/0i8GpimuDa 🙂 /JI,2,True,unmatched
214,2864089,"i know you're busy catering to majors 
but distributors are giving indie labels the budgets 
u plan on letting people search catalogs by label anytime soon? 
@115888",,"@795555 Hey there! We don't have info on this right now, but we're taking in your feedback. We'll be sure to pass it on to the right team /AR","[customer] i know you're busy catering to majors 
but distributors are giving indie labels the budgets 
u plan on letting people search catalogs by label anytime soon? 
@115888 || [brand] @795555 Hey there! We don't have info on this right now, but we're taking in your feedback. We'll be sure to pass it on to the right team /AR",2,True,redirect_other_team
